area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Cynoscion","Weakfishes","Medium demersals (30 - 89 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,2922.2148034776,9485929.110066758
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Cynoscion","Weakfishes","Medium demersals (30 - 89 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Fishmeal and fish oil,1.4625699717,0.023005438792361384
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Cynoscion","Weakfishes","Medium demersals (30 - 89 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Other,1.4625699717,0.023005438792361384
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Venezuela",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,145.6223450770,76157.75438164384
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,2825.4530961924,1477658.959570377
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,1.4141406888,0.022243672226897486
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Reported,small scale gillnets,Other,1.4141406888,0.022243672226897486
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,2825.4530961924,1477658.959570377
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Fishmeal and fish oil,1.4141406888,0.022243672226897486
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Other,1.4141406888,0.022243672226897486
"Venezuela",eez,Reconstructed domestic catch,2,1950,"Istiophorus albicans","Atlantic sailfish","Large pelagics (>=90 cm)","Tuna & billfishes","Venezuela",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,2.3500000000,0.36897654325
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,199.9999999520,155009.92386279762
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,679.3199998370,526506.7073923782
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.3399999999,0.005348017078716476
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Reported,small scale seine nets,Other,0.3399999999,0.005348017078716476
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1318.6799996835,1022042.4319969722
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.6599999998,0.010381444917508453
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Reported,small scale gillnets,Other,0.6599999998,0.010381444917508453
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,679.3199998370,526506.7073923782
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Unreported,small scale seine nets,Fishmeal and fish oil,0.3399999999,0.005348017078716476
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Unreported,small scale seine nets,Other,0.3399999999,0.005348017078716476
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,1318.6799996835,1022042.4319969722
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Fishmeal and fish oil,0.6599999998,0.010381444917508453
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Auxis thazard","Frigate tuna","Medium pelagics (30 - 89 cm)","Tuna & billfishes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Other,0.6599999998,0.010381444917508453
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,749.2499999875,2208046.016690015
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.3750000000,0.005898548249901204
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Reported,small scale seine nets,Other,0.3750000000,0.005898548249901204
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,3246.7499999456,9568199.40565674
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,1.6250000000,0.025560375749571842
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Reported,small scale gillnets,Other,1.6250000000,0.025560375749571842
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,487.0124999412,1435229.9106992187
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale seine nets,Fishmeal and fish oil,0.2437500000,0.0038340563620369557
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale seine nets,Other,0.2437500000,0.0038340563620369557
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,2110.3874997451,6219329.613029945
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Fishmeal and fish oil,1.0562499999,0.01661424423549355
"Venezuela",eez,Reconstructed domestic catch,1,1950,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Venezuela",Artisanal,Landings,Unreported,small scale gillnets,Other,1.0562499999,0.01661424423549355
